"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LT9UZRCG","conferencePaper","2025","L S, Sandhya; Ramanujan, Ajeesh","Leveraging 3D CNNs for Robust Detection of GAN-Generated Medical Image Forgeries","2025 11th International Conference on Smart Computing and Communications (ICSCC)","","","10.1109/ICSCC66177.2025.11233624","","Medical images play a pivotal role in today’s health sector. With the advancement of technologies, clinical images from imaging devices are communicated to doctors or radiologists in real time via the Internet. However, this makes clinical images susceptible to tampering attacks. With the emergence of adversarial network architectures, generating deepfake content has become facile. Malicious actors may manipulate medical images to make false insurance claims, provide incorrect diagnoses, or even endanger someone’s life. Adversarial network poses a serious threat as they blur the line between authentic and manipulated images, making it difficult for doctors to discern the real from the fake. This paper proposes an efficient a nd robust 3D CNN model that helps the healthcare sector to distinguish real and tampered medical images. The proposed architecture performed well with a remarkable accuracy of \mathbf9 2. 7 7 %, \mathbf9 3. 7 8 % precision, and 92.60 % F1 score. Furthermore, this 3D CNN model performs well when compared to the existing model. This study reveals that tampering with medical images using adversarial networks can be detected utilizing 3DCNNs.","2025-07","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-7","","","","","","","","","","","","","","","","","","","","","","","","3D-CNN; Accuracy; Computer architecture; Deepfakes; Forgery; GAN; Medical Deepfakes; Medical diagnostic imaging; Medical image forgery detection; Medical services; Network architecture; Real-time systems; Solid modeling; Three-dimensional displays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFYG8VGL","conferencePaper","2025","Madival Sajjan, Sagar; Kishan Chavan, Manik","Advancements in Fake News Detection: A Review of Machine Learning and Deep Learning Approaches","2025 International Conference on Future Technologies (ICFT)","","","10.1109/ICFT66708.2025.11336485","","The rapid proliferation of fake news on digital platforms has emerged as a global challenge, influencing elections, shaping public perception, and undermining trust in media. The review synthesizes 40 peer-reviewed studies on fake news detection (FND) published between 2017 and 2025. Studies were selected through a systematic search of IEEE Xplore, ACM Digital Library, Scopus, and SpringerLink using pre-defined keywords. Early research focused on traditional ML techniques and propagation-based models, while recent advances incorporate hybrid architectures, transformers, graph neural networks, and multimodal frameworks. The review is organized thematically into six categories: graph- and propagation-aware models, transformer- and embedding-based classifiers, hybrid and ensemble approaches, traditional ML and multilingual methods, comparative and explainable frameworks, and dataset and taxonomy developments. Key findings highlight improvements in scalability, semantic understanding, and contextual modeling, with state-of-the-art accuracies exceeding 95-99% on benchmark datasets such as LIAR, FakeNewsNet, and GossipCop. Despite these advances, persistent challenges remain, including multilingual generalizability, dataset bias, real-time adaptability, and vulnerabilities to AI-generated misinformation. This review contributes by identifying research gaps and proposing future directions, including multilingual benchmarks, explainable AI, vision-language transformers, and privacy-preserving detection methods.","2025-11","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Adaptation models; Benchmark testing; Context modeling; Deep learning; Deep Learning; Fake news; Fake News Detection; Graph Neural Networks; Machine Learning; Multilingual; Reviews; Scalability; Semantics; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFPWBLMA","conferencePaper","2025","Skaiky, Ahmad ali; Ali, Hanan Mahmood Shukur; Mohammed, Aymen; Mahdi, Zalzala Ali","AI-Driven Adaptive Learning Systems: Personalizing Education Through Dynamic Difficulty Adjustment","2025 IEEE 4th International Conference on Computing and Machine Intelligence (ICMI)","","","10.1109/ICMI65310.2025.11141264","","AI is currently transforming educational practices in the field through personalized learning experiences by dynamically adapting the learning process. This paper presents an 'AI-Powered Adaptive Learning System' capable of adjusting the difficulty of educational content in real time according to student performance. For this purpose we simulate two cohorts of learners, one a control receiving only instructional material, while the other uses the adaptive systemto examine the effects of using a dynamic difficulty adjustment system to improve learning. Synthetic pre-test/post-test data were generated and statistical analysis showed that when an adaptive system was used, student performance was significantly enhanced, with the experimental cohort showing significantly greater improvements than the control cohort (\mathrmp<0.0001). These initial results underscore the potential of AI-driven personalized learning systems to modulate challenge optimally, promoting learner engagement and effectiveness. Finally, in ongoing work, we validate these results in real-world experiments, and explore how the framework can be extended to accommodate a variety of other learning modalities.","2025-04","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-5","","","","","","","","","","","","","","","","","","","","","","","","Adaptation models; Adaptive learning; Adaptive systems; Bayesian search; CNN; Deepfake detection; Hyperparameter optimization; Learning systems; Machine intelligence; Machine learning; Optuna; Real-time systems; Statistical analysis; Synthetic data; Transformer; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D89AKLX8","conferencePaper","2025","Baird, Cameron; Li, Ke; Lin, Dan","TrueEar: A Lightweight and Accurate Fake Voice Detector for Mobile Devices","2025 International Conference on Content-Based Multimedia Indexing (CBMI)","","","10.1109/CBMI66578.2025.11339332","","Recent advances in generative artificial intelligence have enabled the creation of highly realistic synthetic voices which raises a series of new security concerns. These include the spread of fake audio on social media and social engineering attacks using cloned voices of family members in phone calls. State-of-the-art fake voice detectors rely on large-scale deep neural networks such as transformer models, making them resource-intensive and less accessible to everyday users. In this work, we propose TrueEar, the first lightweight fake voice detector of its kind. TrueEar is over 1000 times smaller than latest detectors, yet it achieves up to 99 % accuracy. Built on a newly designed compact architecture, TrueEar is optimized for mobile platforms and can be easily deployed as an app to help users verify the authenticity of incoming calls or online audio. We have conducted extensive experiments on iOS devices to demonstrate the efficiency and effectiveness of our solution.","2025-10","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Deep Learning; Detectors; Impersonation Attacks; In-ternet Security; Mobile handsets; Performance evaluation; Pipelines; Security; Social networking (online); Speech processing; Speech Processing; Transformers; Weapons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RG7KXL2B","conferencePaper","2024","Suthanthiradevi, P.; Revathy, G; Rejini, K.; Lakshmi.V, Muthu","Leveraging Deep Learning Models for Machine-Generated Text Detection Using Transformer-Based Models","2024 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","","","10.1109/ICSES63760.2024.10910837","","GPT is a large language model (LLM) derived from natural language processing that can generate a human-like text using machine learning. However, these models raise questions about authenticity and reliability of material, particularly in fields such as journalism, social media, and academia, despite their usefulness for automating text-based tasks. Detecting machine-generated text is thus an important difficulty in ensuring content integrity. This study investigates the use of huge language models as a technique for recognizing machine-generated material. The author proposes a comprehensive detection model by evaluating the language patterns, syntactic structures, and stylistic traits that separate AI-generated literature from human writing. In addition, this research investigate the possibilities of fine-tuning models designed expressly for text identification tasks and evaluate their performance using LLM - Detect AI Generated Text datasets. In digital ecosystems, LLMs are effective at detecting AI-generated text, providing a novel approach for content moderation, academic integrity checks, and synthetic media detection. An increasingly AI-powered future will require a model that can discriminate between human and machine-generated writing in real-time. According to experimental findings, the CNN architecture's design combined with the use of DistilBERT embeddings allows for the effective and efficient classification of AI generated text data, achieving an exceptional 98% accuracy rate.","2024-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Biological system modeling; Deep learning; Deepfakes; Large language models; Large Language models; Machine generated text; Natural language processing; Social networking (online); Text detection; Transformers; Transformers and BERT; Writing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AXA2VNV","conferencePaper","2025","Javiya, Deepa; Jethava, Gordhan; Parmar, Himani","Adaptive DCGAN and VGG16-based transfer learning for effective deepfake detection","Parul University International Conference on Engineering and Technology 2025 (PiCET 2025)","","","10.1049/icp.2025.1711","","Digital content generation technology evolved quickly which established deepfakes as a significant technological discovery. The manipulation capabilities of visual content by deepfakes create substantial threats for both digital security systems and information sharing integrity which occurs on social platforms. The developed deepfake detection framework unites a VGG16-based transfer learning model with an adaptive variant of DCGAN. The system benefitting from pretrained network characteristic extraction capabilities detect synthetic content efficiently with precision. A combination of optimized DCGAN architecture with VGG16 model pre-updating results in a system that reaches 97% accurate results within 50 epochs which decreases detection time compared to Lite-CNN solutions. The model exhibits elevated detection performance through extensive testing that validates both its accuracy and speed rate in operations. Secure content verification systems experience advancement through this research as it resolves the present digital market's requirement for effective real-time detection solutions against deepfakes.","2025-05","2026-03-17 12:27:22","2026-03-17 12:27:22","","1771-1777","","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F44SJUI7","conferencePaper","2025","Rao Alleshwaram, Venu Gopal; Kumar C, Sandeep; Reddy P, Chenna Kesava; Butchi Raju, K.; Anitha, Vulugundam; Rao, A. Veema","Pothole Detection using Deep Learning","2025 8th International Conference on Computing Methodologies and Communication (ICCMC)","","","10.1109/ICCMC65190.2025.11140736","","Road infrastructure plays a crucial role in ensuring connectivity, economic development, and public safety. However, the presence of potholes remains a major challenge, leading to vehicle damage, accidents, and costly repairs. Traditional methods of road inspection are labor-intensive and time-consuming, highlighting the need for automation. This proposed work presents a deep learning-based pothole detection system using the ResNet50 model, a powerful Convolutional Neural Network (CNN) known for its accuracy in image classification tasks. By employing transfer learning and preprocessing techniques, the model is trained to distinguish between damaged and undamaged road surfaces. We built an automated pothole-detection pipeline around a ResNet-50 backbone fine-tuned with transfer learning. The model processes road frames at 224 × 224 pixels, learns discriminative edge and texture cues, and labels each image as ""damaged"" or ""sound."" A balanced set of pothole and plain-road photos from open repositories fed the training loop. On held-out images the system kept accuracy above ninety percent and delivered high precision, which limits false alarms on smooth asphalt. A lightweight Flask dashboard renders the predictions instantly and can run from a dashboard camera or curb-side node. This outcome shows that deep networks can flag defects in real time, giving maintenance teams clear, location-tagged alerts while cutting inspection labor. The system not only enhances the efficiency of road monitoring but also contributes to the development of safer and smarter transportation infrastructure. This AI-powered approach can significantly reduce manual inspection efforts and aid municipal authorities in timely maintenance and repair.","2025-07","2026-03-17 12:27:22","2026-03-17 12:27:22","","2031-2037","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Cameras; CNN; Deep Learning; Image Classification; Inspection; Maintenance engineering; Pipelines; Pothole Detection; Residual neural networks; ResNet50; Road Safety; Roads; Smart Infrastructure; Training; Transfer learning; Transfer Learning; Urban areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MW8RTI4","conferencePaper","2024","Liu, Xufeng; Vu, Quoc Hoan; Singh, Priyanka","FakeFaceDiscriminator: Discrimination of AI-Synthesized Fake Faces","2024 17th International Conference on Security of Information and Networks (SIN)","","","10.1109/SIN63213.2024.10871737","","In recent years, the rapid improvement of deep learning technologies, particularly Generative Adversarial Net-works, has led to the proliferation of high-quality synthetic facial images and videos, commonly known as deepfakes. This study aims to evaluate and compare the performance of three prominent deep learning models - ResN et, EfficientNet, and Xception - in detecting synthetic faces. Using the Deepfake Detection Challenge and FaceForensics++ datasets, we system-atically assess each model's capability to handle diverse and challenging scenarios, including blurred and dark images. Data augmentation techniques, such as random blurring, brightness adjustment, and contrast enhancement, were employed to im-prove the models' robustness. Additionally, we applied model- specific optimizations, including the integration of Squeeze-and- Excitation blocks in Res Net, compound scaling in EfficientNet, and multi-scale feature fusion in Xception. These enhancements significantly improved the models' accuracy and resilience against low-quality synthetic data. Our results indicate that EfficientNet and Xception outperform ResNet in both general and adverse conditions, with EfficientNet excelling in high-resolution image processing and Xception showing superior performance in fine- grained feature extraction. Furthermore, the introduction of pre- trained weights, multitask learning frameworks, and dynamic learning rate adjustments during training contributed to the models' enhanced performance.","2024-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-7","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Analytical models; CNN architectures; data enhancement; Data models; Deep learning; Deepfakes; Face detection; Faces; Fake face discriminator; hyper-parameters optimization; Optimization; Real-time systems; Security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVUB9HAC","conferencePaper","2025","","IPAS 2025 Abstract Page","2025 IEEE 6th International Conference on Image Processing, Applications and Systems (IPAS)","","","10.1109/IPAS63548.2025.10924473","","","2025-01","2026-03-17 12:27:22","2026-03-17 12:27:22","","i-102","","","CFP2540Z-ART","","","","","","","","","","","","","","","","","","","","","Computer vision; Image processing; IP networks; Real-time systems; Safety; Technological innovation; Transformers; Tutorials; Visual analytics; X-ray imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAF5DXCR","journalArticle","2023","Shaaban, Ousama A.; Yildirim, Remzi; Alguttar, Abubaker A.","Audio Deepfake Approaches","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3333866","","This paper presents a review of techniques involved in the creation and detection of audio deepfakes, the first section provides information about general deep fakes. In the second section, the main methods for audio deepfakes are outlined and subsequently compared. The results discuss various methods for detecting audio deepfakes, including analyzing statistical properties, examining media consistency, and utilizing machine learning and deep learning algorithms. Major methods used to detect fake audio in these studies included Support Vector Machines (SVMs), Decision Trees (DTs), Convolutional Neural Networks (CNNs), Siamese CNNs, Deep Neural Networks (DNNs), and a combination of CNNs and Recurrent Neural Networks (RNNs). The accuracy of these methods varied, with the highest accuracy being 99% for SVM and the lowest being 73.33% for DT. The Equal Error Rate (EER) was reported in a few of the studies, with the lowest being 2% for Deep-Sonar and the highest being 12.24 for DNN-HLLs. The t-DCF was also reported in some of the studies, with the Siamese CNN performing the best with a 55% improvement in min-t-DCF and EER compared to other methods.","2023","2026-03-17 12:27:22","2026-03-17 12:27:22","","132652-132682","","","11","","","","","","","","","","","","","","","","","","","","","artificial intelligence; Artificial intelligence; audio deepfakes; datasets; deep learning; Deep learning; Deepfakes; Face recognition; Facial features; forensics; Forensics; Forgery; Recurrent neural networks; Social networking (online); survey; Surveys; Videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEVVK22Q","conferencePaper","2024","Vayadande, Kuldeep; Sawant, Avantika; Pawar, Aditya; Rajurkar, Shantanu; Shendre, Rahul; Waghmode, Jagdish","Enhanced Detection of Deep Fakes: Exploring Advanced Approaches","2024 International Conference on Sustainable Communication Networks and Application (ICSCNA)","","","10.1109/ICSCNA63714.2024.10864123","","A sophisticated form of deepfake technology called synthetic media challenges the researcher to differentiate genuine content from falsified media. While advances in artificial intelligence have led to some very positive applications in entertainment and creative industries, they also give rise to serious concerns regarding misinformation dissemination, privacy invasion, and further cybersecurity issues. Thus, the development of strong and trusted deepfake detection techniques becomes a priority. This research study outlines state-of-the-art hybrid techniques for deepfake detection by merging CNN architectures, attention mechanisms, and GAN-based method into deepfake detection methods that exceed other state-of-the-art algorithms based on their accuracy, precision, and recall values on current datasets, including DF-PIatter and FaceForensics++. This research study examines different methods of deep learning such as convolutional neural networks and long short-term memory networks, along with forensic technique that help to detect anomalies in reflectance characteristics (like inconsistent lighting) and artifacts injected during the making of deepfakes. The methods will be compared with respect to their adversarial defense ability, generalization to unseen data, and efficacy in real-time scenarios. The study addresses the shortcomings of current detectors, identifies critical challenges, and proposes numerous ways for future advancements, thus providing major contributions toward the preservation of media authenticity and combating the misuse of synthetic media.","2024-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1613-1620","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Analytical models; Attention mechanisms; Computational efficiency; Computational modeling; Computer architecture; Convolutional neural networks; Convolutional Neural Networks (CNNs); Deep fake detection; Deepfakes; Generative Adversarial Networks (GANs); Multi-modal analysis; Neural networks; Transformer models; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59VYQADS","journalArticle","2026","Kashyap, Gautam Siddharth; Jain, Niharika; Shabbir, Ebad; Joshi, Harsh; Naseem, Usman; Gao, Jiechao","CLARITY: A Lightweight Multimodal Transformer for Harmful Content Detection","IEEE Transactions on Artificial Intelligence","","2691-4581","10.1109/TAI.2025.3591585","","Social media platforms are vital to modern communication, but they also enable the spread of harmful content, such as hate speech and misinformation. Current detection models, while accurate, are often resource-intensive and unsuitable for real-time or resource-constrained environments. Moreover, even models that incorporate multilingual capabilities often fail to generalize effectively across different languages. To address this challenge, we propose CLARITY, a novel lightweight cross-modal transformer architecture designed for efficient and scalable harmful content detection. Unlike traditional models, CLARITY achieves faster processing while maintaining accuracy, making it accessible to a wider range of platforms and devices. CLARITY integrates text, image, and audio modalities to capture complex, multimodal interactions that enhance detection across diverse content types. By employing contrastive learning, CLARITY accurately distinguishes between reclaimed language and genuinely harmful content, significantly reducing false positives and promoting inclusivity, particularly for marginalized communities. Additionally, CLARITY incorporates a domain adaptation module with cross-lingual and multilingual, enabling it to generalize effectively across various platforms and ensuring robust performance even in dynamic online environments. We evaluate CLARITY across multiple benchmark datasets and GPUs, including Kaggle’s Tesla P100, Colab Pro’s NVIDIA T4, and NVIDIA A100. The results demonstrate a significant reduction in inference time, with the A100 achieving an average inference time of 0.85 s per instance—over 30% faster than traditional models—while maintaining competitive accuracy.","2026-02","2026-03-17 12:27:22","2026-03-17 12:27:22","","1073-1083","","2","7","","","","","","","","","","","","","","","","","","","","","Adaptation models; CLARITY; Computational modeling; Context modeling; Data models; Fake news; harmful; Hate speech; lightweight model; Multilingual; social media; Training; Transformers; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3MUGHPA","conferencePaper","2024","Chittam, Swetha; Johnson, David; Roy, Kaushik; Yuan, Xiaohong","Deep Fake Video Classification with Sequential Input Frames Using Hybrid Deep Learning Model and Bayesian Optimization","2024 International Conference on Machine Learning and Applications (ICMLA)","","","10.1109/ICMLA61862.2024.00222","","With the advancement of Artificial Intelligence, creating synthetic content has become effortless. Manipulated content, such as synthesized images and videos known as Deep-fakes, is now prevalent on the internet and social media platforms. These deepfakes are generated using deep learning techniques, such as Generative Adversarial Networks (GANs) or Autoen-coders (AEs). They have the potential to spread false information and are particularly concerning in cases involving identity theft, especially when involving well-known celebrities. Distinguishing these fake videos with the human eye is challenging, as they closely resemble real ones. This research utilizes popular deep learning (DL) models, such as CNN (VGG19) combined with stacked LSTM, for the classification of real and fake videos. Sequences of input frames are stacked and fed into the hybrid model, which is developed using the TensorFlow framework for this study. Our approach applies video-level classification rather than frame-level classification, and it utilizes Bayesian Optimization (BO) for hyperparameter tuning, distinguishing it from other recent methods. The VGG19-LSTM model is trained and tested against FaceForensics dataset(FF++) to determine the best parameters and achieved the highest test accuracy of 95.6% for deepfakes dataset.","2024-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1432-1438","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Bayes methods; Bayesian Optimization; Deep learning; Deepfakes; Hybrid Deep Learning; Optimization methods; Real-time systems; Sequential Input Frames; Social networking (online); Training; Transfer learning; Tuning; Video Deepfakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRH7F4MH","conferencePaper","2025","M, Chaitra; B, Kushal; H, Likhitha; H R, Priyanka","AI-Powered DeepFake Defense","2025 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)","","","10.1109/IITCEE64140.2025.10915329","","Deepfake technology, known for its ability to produce convincingly face-swapped videos, presents significant risks to privacy, security, and public trust. Misuse of this technology for spreading misinformation, defamation, and influencing politics is on the rise, creating a pressing need for more effective detection mechanisms. As deepfake generation methods continue to advance, conventional detection techniques are increasingly unable to keep up, often falling short in accuracy and adaptability. This project aims to create an AI-driven detection system specialized in identifying face-swap deepfakes. The system focuses on subtle irregularities in facial details, movements, and the synchronization between audio and visuals. Employing neural network models such as Convolutional Neural Networks (CNNs), Long Short-Term Memory (LSTM) networks, and Capsule Networks, it pinpoints anomalies like unnatural expressions, atypical skin textures, and lighting inconsistencies. The system achieves high reliability with metrics including accuracy (96%), precision (95%), recall (94%), and F1 score (95%), showing marked improvement compared to traditional techniques. It outperforms existing methods such as XceptionNet (92%) on the Celeb-DF dataset, underscoring its superior generalizability and robustness. This scalable solution has broad applications in media, law enforcement, and cybersecurity, reinforcing efforts to combat deepfake threats and fostering improved trust and security across various sectors.","2025-01","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Benchmark testing; Computer security; Computer Vision; Convolutional neural networks; Convolutional Neural Networks; Deepfakes; Flask; Law enforcement; Lighting; Long short term memory; Long Short-Term Memory(LSTM); Machine Learning; Measurement; Robustness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CE9ZPQ82","conferencePaper","2025","U, Ragavee; Sriraghavan, K.; Rajan, M.; Raghul, R.; Sudharshan, S.; Sathiyaselvam, S.A.","ForensicAI-Net: An Ensemble Model Framework for Strengthening Forensic Science in India's Criminal Justice System","2025 7th International Symposium on Advanced Electrical and Communication Technologies (ISAECT)","","","10.1109/ISAECT68904.2025.11318760","","Forensic science is very important whenever investigating a crime, and the development of artificial intelligence (AI) has enhanced the process of analyzing forensic evidence. ResNet-152, Capsule Networks, Transformer-ViT, Graph Neural Networks are ensemble models used to create an ensemble model framework known as ForensicAI-Net, which improves forensic science in the Indian criminal justice system. The model was tested on several types of forensic data, such as fingerprints, image data at the crime scene, biometric scans, legal documents, and crime network data. With the ResNet-152-powered forensic image recognition module, the accuracy of the system in identifying fingerprints and classifying ballistic evidence was 96.8% and 94.2% respectively. BERT-RoBERTa model showed accuracy of 94.5% in detecting tampering in forensic documents and Capsule Networks showed high accuracy of 92.1% in detecting forging of handwriting. The biometric analysis model, based on Transformer-ViT, recorded 97.8% on facial recognition, and the Siamese Networks recorded 94.6% on the matching of latent fingerprints. Crime pattern detection models based on Graph Neural Networks predicted criminal networks with an accuracy of 95.6% and crime prediction models based on reinforcement learning proposed an accuracy of 93.2%. The suggested framework can make a great contribution to forensic decision-making, the efficiency of crime investigation, and the validation of legal evidence. Future directions will be in real-time deployment of forensic AI, federated learning to perform privacy-preserving forensic analysis, and improvement of interpretability to enforce legal compliance.","2025-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Artificial intelligence; Artificial Intelligence; Biological system modeling; Biometric Analysis; Crime Investigation; Crime Pattern Detection; Deep learning; Deep Learning; Ensemble Learning; Fingerprint recognition; Fingerprint Recognition; Forensic AI; Forensics; Graph neural networks; Predictive models; Real-time systems; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWY9RMJM","conferencePaper","2025","Lungu, Nelson; Barik, Lalbihari; AlRababah, Ahmad AbdulQuadir; Rout, Suchismita; Saini, Jatinderkumar R.; Patra, Sudhansu Shekhar","Computational Social Engineering Attacks Mitigation in Social Media Platforms","2025 5th International Conference on Mobile Networks and Wireless Communications (ICMNWC)","","","10.1109/ICMNWC66779.2025.11354345","","Considerable attacks on the security and privacy of users have been achieved using advanced computational social engineering methods to manipulate the psychological factors in using automated systems by using social media platforms as a primary vehicle to gather intelligence on victims. The measures that are currently being implemented to mitigate cyber-attacks are mainly based on conventional cybersecurity protection and pay little attention to their psychological and behavioral aspects. The study demonstrates an original hybrid design to include deep learning-based behavioral modeling and real-time psychological profiling to identify and reduce the threat of computational social engineering across social media. We use convolutional neural networks to analyse material, recurrent neural networks to simulate time-related behaviour, and attention techniques to grasp context. Experimental validation shows a 94.7% increase in detection accuracy and \mathbf9 2. 3 % increase in precision and recall over existing approaches. The system detects manipulation patterns using multidimensional multi-linguistic characteristics, social network analysis, and temporal interaction patterns, providing substantial defence against increasingly diversified attack vectors.","2025-12","2026-03-17 12:27:22","2026-03-17 12:27:22","","1-5","","","","","","","","","","","","","","","","","","","","","","","","behavioral analysis; computational attack; deep learning; Deep learning; Prevention and mitigation; Privacy; Protection; Psychology; Real-time systems; Recurrent neural networks; social engineering; social media security; Social networking (online); Vectors; Wireless communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC2MTCI7","conferencePaper","2025","Putra, Verindra Hernanda; Sailendra, Zahra Amiera Putri; Hartakaadi, Marcelia Chintya; Pratama, Rafi Andhika Putra; Corputty, Felix","A Comparative Analysis of Custom CNN, Inception-V3, MobileNet, RestNet-50, and VGG-19 in Detecting AI-Generated Images","2025 12th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","10.1109/EECSI67060.2025.11290536","","This research addresses the issue of image classification using convolutional neural networks (CNN) with the objective of distinguishing AI-generated images from real images. This is a significant challenge in fields like digital forensics and media verification due to the realism of synthetic images. This study compares five CNN architectures: Inception-V3, ResNet-50, VGG-19, MobileNet, and a custom model, MBC-Net, which was developed to evaluate whether a simpler model can compete with well-established architectures. A balanced dataset of 20,000 images was constructed, consisting of 10,000 real and 10,000 AI-generated images spanning ten human and animal categories. The evaluation was conducted on the test set using accuracy, precision, and recall, under various learning rate and optimizer settings. The results show that Inception-V3 achieves the highest detection accuracy, reaching 0.984, while MobileNet demonstrated consistent stability across all test scenarios. MBC-Net also showed competitive performance, outperforming some pretrained models in certain cases. While model architecture is the primary factor for peak performance, the findings confirm that hyperparameter tuning is also critical. Although Inception-V3 offers high accuracy, its computational cost limits deployment in real-time systems. These findings provide practical insights that can help developers choose suitable models for building applications that detect AI-generated content under real-world constraints.","2025-09","2026-03-17 12:27:22","2026-03-17 12:27:22","","619-624","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; AI-Generated; Architecture; Computational efficiency; Computational modeling; Computer architecture; Convolutional neural networks; Inception-V3; MBC-Net; Media; MobileNet; Real-time systems; ResNet-50; Stability analysis; Tuning; VGG-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
